,date_0days,cases_0days,deaths_0days,date_70days,cases_70days,deaths_70days,fips,icu_beds,kaiser_total_population,kaiser_60plus_population,commuting_within,commuting_out,commuting_in,density,pop_2019,percent_democrat,percent_gop,percent_in_poverty
1835,2020-03-28,1,0,2020-05-30,61,0,19015,3,26381,6491,6976,6108,3422,45.89908405,26234,0.394522311213,0.533323798627,8.8
1836,2020-03-28,1,0,2020-05-30,15,0,19107,0,10223,2899,2507,2326,568,17.690496463,10246,0.260395224372,0.696788801976,12.5
1837,2020-03-28,1,0,2020-05-30,54,0,19173,0,6214,1749,1645,1360,596,11.50776661,6121,0.251415251415,0.701964701965,12.8
1838,2020-03-28,1,0,2020-05-30,233,8,18181,0,24279,6402,6546,4653,3060,47.713490117,24102,0.258836598667,0.688042819632,8.5
1839,2020-03-28,1,0,2020-05-30,37,0,19165,0,11772,3381,4462,1623,1805,19.387960371,11454,0.262998405104,0.692185007974,7.9
1840,2020-03-28,1,0,2020-05-30,77,2,18169,0,31848,8461,10787,3777,3117,75.134923424,30996,0.224972046217,0.731941856131,12.4
1841,2020-03-28,1,0,2020-05-30,11,0,18165,6,15644,4085,2579,4011,2406,60.33537007899999,15498,0.301027050485,0.652538695212,15.2
1842,2020-03-28,1,0,2020-05-30,21,0,18155,0,10617,2474,1641,2620,813,48.720392551,10751,0.255564715581,0.702940368233,17.7
1843,2020-03-28,1,0,2020-05-30,78,11,18111,0,14056,3390,2270,3797,1265,34.807309838,13984,0.242272491798,0.7035054394750001,10.3
1844,2020-03-28,2,0,2020-05-30,6,0,21229,0,11999,2857,2639,2646,1245,40.727730409,12095,0.252624088241,0.713929905711,13.8
1845,2020-03-28,1,0,2020-05-30,164,4,21211,4,45831,9425,10454,9870,5994,129.08719229,49024,0.305208383991,0.641735155376,10.0
1846,2020-03-28,1,0,2020-05-30,3,0,21181,0,7061,1716,1031,1797,331,37.246091312,7269,0.277405710257,0.68981318294,15.5
1847,2020-03-28,4,0,2020-05-30,314,10,22041,6,20388,4672,4774,2031,909,32.04486506,20015,0.27352106527,0.710980135342,27.3
1848,2020-03-28,1,0,2020-05-30,138,0,22035,0,7318,1369,1472,400,412,16.308225429,6861,0.6253827832600001,0.360326641715,45.7
1849,2020-03-28,1,0,2020-05-30,7,0,20121,0,32976,7544,5785,9931,2919,59.451750032,34237,0.26842033714,0.668773790103,7.9
1850,2020-03-28,1,0,2020-05-30,25,0,21021,22,29773,7324,8328,3544,7029,166.6759846,30060,0.331141707921,0.621905940594,14.8
1851,2020-03-28,1,0,2020-05-30,44,4,21081,0,24800,4489,3149,6635,2199,97.175275666,25069,0.199979059784,0.760967437965,13.9
1852,2020-03-28,1,0,2020-05-30,18,0,21071,16,37447,8825,7037,4296,3817,90.492274834,35589,0.243024030022,0.7259245808370001,34.2
1853,2020-03-28,1,0,2020-05-30,12,0,21023,0,8330,1834,1141,2297,357,40.958662161,8303,0.200170357751,0.76973310619,11.3
1854,2020-03-28,1,0,2020-05-30,228,13,21031,0,12735,3036,2698,2226,700,30.225899168,12879,0.16986547085200002,0.794260089686,17.7
1855,2020-03-28,2,0,2020-05-30,17,2,21027,0,19991,5162,4051,3455,563,35.93680081,20477,0.223616657159,0.739760410724,18.8
1856,2020-03-28,1,0,2020-05-30,12,0,21041,0,10695,2153,3020,1197,4129,82.686200199,10631,0.287198130356,0.6720332381199999,15.6
1857,2020-03-29,1,0,2020-05-30,10,0,37137,0,12803,4684,2606,2339,906,37.818061616,12726,0.35838747785,0.623892498523,16.6
1858,2020-03-29,1,0,2020-05-30,27,3,37187,0,12331,3689,2666,1680,1518,33.418969015,11580,0.570727718724,0.41864268193,21.1
1859,2020-03-29,1,0,2020-05-30,166,2,37197,0,37825,9707,6801,8542,4022,112.4582325,37667,0.180979827089,0.796253602305,13.0
1860,2020-03-29,1,0,2020-05-30,9,0,42121,8,52880,15253,17595,5471,3948,75.14336261300001,50668,0.266518826937,0.6903511947859999,15.0
1861,2020-03-29,2,0,2020-05-30,59,1,42087,10,46452,12596,14235,5260,2852,112.24554929,46138,0.195350622293,0.7703273205769999,15.1
1862,2020-03-29,2,0,2020-05-30,27,1,40047,30,62421,13092,26216,2262,3192,57.68122497,61056,0.20242485709,0.737506914992,15.2
1863,2020-03-29,1,0,2020-05-30,26,2,40133,0,25246,5943,6039,3159,2375,38.332441103,24258,0.25734561753,0.6987051792829999,18.6
1864,2020-03-29,1,0,2020-05-30,917,5,40139,0,21409,3404,8998,2005,1194,9.789477552300001,19983,0.148154565933,0.799688095651,12.7
1865,2020-03-29,1,0,2020-05-30,81,5,40131,6,90098,19479,18048,23494,11151,136.84777519,92459,0.193343782142,0.756550913454,9.8
1866,2020-03-29,1,0,2020-05-30,102,0,31157,22,36509,9022,16649,1035,1774,48.170429466,35618,0.226772220223,0.716228859302,14.3
1867,2020-03-29,1,0,2020-05-30,3,0,30023,0,9131,2878,2732,1077,948,12.406969979000001,9140,0.492315198829,0.423517931203,15.9
1868,2020-03-29,1,0,2020-05-30,15,0,37005,0,10935,3618,3108,1077,908,47.509157206000005,11137,0.249328730341,0.7266973532800001,18.7
1869,2020-03-29,2,0,2020-05-30,176,1,37083,16,52300,13866,12083,7096,3965,69.099584032,50010,0.6286724810100001,0.359872995458,22.0
1870,2020-03-29,1,0,2020-05-30,13,0,37053,0,25247,5686,4184,7791,2312,106.0010731,27763,0.231747565,0.730097399984,9.7
1871,2020-03-29,1,0,2020-05-30,327,26,37047,10,56589,14110,14323,6122,3504,59.169334048,55508,0.383052147239,0.6039962508519999,25.3
1872,2020-03-29,1,0,2020-05-30,60,1,37033,0,22833,6116,2166,6759,1024,53.140025642,22604,0.432620066572,0.547598668569,17.1
1873,2020-03-29,2,0,2020-05-30,20,0,36049,6,26845,6305,7189,4493,853,20.6301086,26296,0.27424359969,0.670674941815,12.2
1875,2020-03-29,1,0,2020-05-30,73,7,51081,0,11606,2403,1427,1841,2655,38.397563716,11336,0.586293834518,0.398120559248,26.7
1876,2020-03-29,1,0,2020-05-30,7,0,51185,12,42689,11682,11633,4712,5226,78.249267481,40595,0.156528791565,0.8196809948630001,18.2
1877,2020-03-29,3,0,2020-05-30,57,0,48473,0,48443,7862,8718,10969,8502,107.63803501,55246,0.343643434041,0.6296739455579999,15.9
1878,2020-03-29,1,0,2020-05-30,20,2,51005,10,15489,4783,3910,2510,2589,33.275919292,14860,0.296331782097,0.666986038872,14.8
1879,2020-03-29,1,0,2020-05-30,4,0,54105,0,5800,1441,738,1498,96,25.035358909,5821,0.158921161826,0.7896265560169999,18.7
1880,2020-03-29,1,0,2020-05-30,21,1,51197,6,29048,8014,8945,3625,4125,62.096785122,28684,0.208679245283,0.758037735849,15.4
1882,2020-03-29,1,0,2020-05-30,8,0,54103,5,15793,4523,3614,1883,2812,42.073136700000006,15065,0.217735422387,0.720562106283,18.3
1883,2020-03-29,1,0,2020-05-30,18,0,54065,0,17510,5135,3079,3904,596,78.071294153,17884,0.205370006549,0.748919449902,10.8
1884,2020-03-29,1,0,2020-05-30,64,0,54011,88,96100,22787,29966,9107,21969,327.18359953,91945,0.345738662426,0.6008378948659999,19.3
1885,2020-03-29,1,0,2020-05-30,73,0,47031,14,54074,12449,15058,6094,9453,131.75945428,56520,0.238301080674,0.7242523247050001,15.9
1886,2020-03-29,1,0,2020-05-30,24,0,46125,0,8242,2273,1947,2258,622,13.586920554,8384,0.23156626506,0.707710843373,9.4
1887,2020-03-29,1,0,2020-05-30,36,0,46109,0,10250,2568,3242,1056,752,9.4400913755,10394,0.396037056099,0.551209469892,21.3
1888,2020-03-29,1,0,2020-05-30,12,0,47109,0,25945,6985,4857,3964,1879,45.650486401,25694,0.184055804684,0.7811659192829999,17.4
1889,2020-03-29,1,0,2020-05-30,30,0,47079,6,32263,9544,9351,3084,2779,57.563381912,32345,0.237526189183,0.7358578412350001,18.8
1890,2020-03-29,2,0,2020-05-30,31,2,47075,0,17944,4298,3792,3337,1401,32.458755597,17304,0.542790152403,0.441090269637,20.5
1891,2020-03-29,1,0,2020-05-30,4,0,46047,0,6783,2370,2586,371,578,3.8582917107,6713,0.230423800168,0.704743193938,13.0
1892,2020-03-29,2,0,2020-05-30,15,0,46027,0,13907,2187,5407,1684,1288,34.147945066,14070,0.514499901361,0.416058394161,19.5
1893,2020-03-29,1,0,2020-05-30,4,0,46025,0,3642,1071,1361,432,289,3.9014054697,3736,0.240193120097,0.687386843693,12.6
1894,2020-03-29,1,0,2020-05-30,30,1,47131,7,30659,7883,8646,3762,3378,55.187923342,30069,0.198396465679,0.779268591999,17.7
1895,2020-03-29,1,0,2020-05-30,16,1,48273,10,31540,5398,10130,3518,3069,34.811964900999996,30680,0.496994621955,0.460191922387,25.0
1896,2020-03-29,1,0,2020-05-30,57,2,48213,10,79687,22345,17500,12335,3555,94.6913653,82737,0.189214536928,0.7896164796520001,19.4
1897,2020-03-29,1,0,2020-05-30,17,0,48437,0,7541,1817,1795,890,303,8.3097457203,7397,0.21095890411,0.76301369863,19.2
1898,2020-03-29,1,0,2020-05-30,14,0,48407,0,27436,7726,2869,6921,823,50.69716326100001,28859,0.197379912664,0.781174187288,17.5
1899,2020-03-29,1,0,2020-05-30,56,0,48373,8,46974,12746,11387,4545,3319,48.5816704,51353,0.206799442573,0.77189060504,15.0
1900,2020-03-29,1,0,2020-05-30,15,0,48159,0,10639,2950,2122,2015,2241,37.71211127,10725,0.152662993572,0.8225436179979999,15.2
1901,2020-03-29,3,0,2020-05-30,160,5,48135,50,155744,21622,54280,14740,15144,185.14231879,166223,0.281115112858,0.6866631842300001,12.9
1902,2020-03-29,1,0,2020-05-30,42,1,48115,0,13095,2510,3893,859,834,14.137416564,12728,0.234418865806,0.7400336889390001,22.9
1903,2020-03-29,1,0,2020-05-30,171,9,28149,22,47510,10588,17283,2116,4529,77.109021141,45381,0.465795373763,0.5151200306229999,19.2
1904,2020-03-29,1,0,2020-05-30,29,1,12043,0,13197,4162,1667,1954,1127,17.123165499000002,13811,0.291848450057,0.68794489093,20.1
1905,2020-03-29,1,0,2020-05-30,13,0,13043,6,10894,2476,2160,1925,948,44.445931938,10803,0.272291722119,0.7082778812880001,24.6
1906,2020-03-29,1,0,2020-05-30,68,8,13027,0,15629,4099,2044,3367,989,31.341228373000003,15457,0.399489470325,0.5869495851950001,24.5
1907,2020-03-29,1,0,2020-05-30,108,3,13005,4,11279,2329,3221,1334,1209,39.29810477,11164,0.151371571072,0.8369077306730001,22.8
1908,2020-03-29,1,0,2020-05-30,34,1,12129,0,31586,6317,4369,8316,1573,55.636527316000006,33739,0.283368091762,0.684762773723,11.9
1909,2020-03-29,1,0,2020-05-30,98,0,17095,18,51374,13829,17001,4242,4096,69.374739081,49699,0.452513203424,0.4852485886,16.4
1910,2020-03-29,1,0,2020-05-30,20,0,17129,0,12416,3156,2024,4126,370,38.792438458,12196,0.281488401059,0.658570761326,9.0
1911,2020-03-29,1,0,2020-05-30,51,1,18021,0,26375,6400,5493,6106,1977,73.335620447,26225,0.204813926636,0.7574384936499999,13.8
1912,2020-03-29,1,0,2020-05-30,39,0,17135,0,29173,7326,6289,3150,2953,40.37463679,28414,0.27203990958,0.6716033985500001,14.4
1913,2020-03-29,1,0,2020-05-30,12,1,17005,0,17034,4097,4056,3377,1707,43.187795668999996,16426,0.276869471991,0.654516215492,13.8
1914,2020-03-29,1,0,2020-05-30,9,0,16073,0,11384,2589,2135,2074,1186,1.5418208549,11823,0.15076530612199998,0.7785714285709999,14.7
1915,2020-03-29,1,0,2020-05-30,19,0,5003,6,20771,5094,6395,1225,1186,21.24256434,19657,0.299987542046,0.6650056060790001,19.6
1916,2020-03-29,1,0,2020-05-30,5,0,5001,0,18352,4693,7327,619,2082,17.68383354,17486,0.314415437003,0.6202367439600001,17.9
1917,2020-03-29,1,0,2020-05-30,14,0,5105,0,10320,2645,1196,2903,568,18.955371284,10455,0.24566816995,0.707097080465,14.7
1918,2020-03-29,1,0,2020-05-30,5,0,5099,0,8528,2133,1642,1590,851,13.356142655,8252,0.35756263532300003,0.618929786576,21.3
1919,2020-03-29,1,0,2020-05-30,16,1,5057,8,22154,5273,6487,2123,2562,29.596390321999998,21532,0.339490263459,0.62872279496,20.6
1920,2020-03-29,1,0,2020-05-30,75,4,1087,0,19358,4854,3818,3580,2272,29.676718491,18068,0.82727480567,0.159350708733,30.2
1921,2020-03-29,1,0,2020-05-30,43,3,8083,4,25770,7299,9171,1668,856,12.902166001,26183,0.308515661892,0.611600818511,16.3
1922,2020-03-29,1,0,2020-05-30,2,0,8079,0,834,394,240,52,36,0.8780939967,769,0.363496932515,0.527607361963,9.3
1923,2020-03-29,1,0,2020-05-30,4,0,6109,6,53899,17942,16118,2755,2853,24.530013798000002,54478,0.36554192229,0.574556918882,12.5
1924,2020-03-29,1,0,2020-05-30,21,1,26031,0,25475,8824,6331,3616,1237,35.337490386,25276,0.315234117388,0.6360372242979999,13.4
1925,2020-03-29,1,0,2020-05-30,22,0,23025,4,50994,13707,13768,8039,5663,12.864516179,50484,0.350123228589,0.577556993222,16.1
1926,2020-03-29,1,0,2020-05-30,46,0,22085,0,24145,6342,5662,2699,1142,27.558702689,23884,0.17404190086899998,0.8050076647930001,23.1
1927,2020-03-29,1,0,2020-05-30,111,2,28021,0,9106,1890,1201,1101,1527,18.440123367,8988,0.8540961408259999,0.140148950575,36.3
1928,2020-03-29,1,0,2020-05-30,32,0,27059,0,38584,8001,7735,11326,4031,93.165624485,40596,0.270946107784,0.653173652695,7.6
1929,2020-03-29,1,0,2020-05-30,41,0,27041,8,36891,10617,16051,2643,4168,59.899141062,38141,0.28798039125,0.6458863247469999,8.8
1930,2020-03-29,1,0,2020-05-30,70,0,27033,0,11437,3290,4057,1266,1567,17.494488844,11196,0.294540986484,0.645778479902,10.4
1931,2020-03-29,1,0,2020-05-30,117,11,28015,0,10221,2872,729,2964,346,15.831861263,9947,0.301279707495,0.6899451553929999,17.9
1932,2020-03-29,1,0,2020-05-30,64,0,27111,5,57790,17615,21171,5817,3223,29.792220779,58746,0.289276421757,0.648587535621,10.3
1933,2020-03-29,1,0,2020-05-30,1481,8,20055,8,37097,5555,16959,1307,1511,28.008502744,36467,0.308909670126,0.632514643921,13.2
1934,2020-03-29,2,0,2020-05-30,29,0,18083,30,37763,8735,13737,3845,4827,70.915811337,36594,0.243622037073,0.715429826261,15.7
1935,2020-03-29,1,0,2020-05-30,173,27,18055,5,32431,8315,6130,7887,1924,58.845938331000006,31922,0.212816973044,0.74656688222,14.0
1936,2020-03-29,1,0,2020-05-30,50,7,22081,0,8723,2085,1792,1367,825,21.696681573000003,8442,0.438263229308,0.540705563094,23.1
1937,2020-03-29,1,0,2020-05-30,83,2,18151,2,34459,8776,10362,5672,4216,112.03546637,34594,0.257467309016,0.696971782519,11.0
1938,2020-03-29,2,0,2020-05-30,11,1,21217,8,25406,5890,8096,1985,3566,96.741848124,25769,0.225909211574,0.736218033802,19.2
1939,2020-03-29,1,0,2020-05-30,31,0,20189,0,5741,1076,2129,555,489,7.542010011699999,5485,0.116028062601,0.844036697248,10.7
1940,2020-03-29,1,0,2020-05-30,1,0,20185,0,4251,1151,1437,621,253,5.2471696792,4156,0.160828025478,0.78821656051,13.4
1941,2020-03-29,3,0,2020-05-30,20,2,20125,7,33463,8712,12350,2026,3850,49.455110534,31829,0.219994837822,0.7283833777850001,19.5
1942,2020-03-29,4,0,2020-05-30,39,3,21019,50,48486,12601,12618,5511,13950,292.23002666,46718,0.29452624370200003,0.664824145184,18.3
1943,2020-03-29,1,0,2020-05-30,8,0,21135,0,13565,3211,2168,2317,462,27.493606166,13275,0.148309087474,0.824296240317,25.2
1944,2020-03-30,1,0,2020-05-30,34,1,39075,4,43808,7689,14540,4093,6491,104.03441376,43960,0.16317102467,0.7925713757739999,9.4
1945,2020-03-30,1,0,2020-05-30,28,1,39015,0,43799,10056,6851,11249,2696,88.633628207,43432,0.223104655416,0.7449187522859999,11.8
1946,2020-03-30,1,0,2020-05-30,71,2,39141,12,77125,16764,20783,8553,8563,111.24118125,76666,0.342082541875,0.615886720774,18.4
1947,2020-03-30,1,0,2020-05-30,35,1,39135,0,41328,9917,8740,10200,3655,96.368359631,40882,0.211135531136,0.7509645909649999,9.7
1948,2020-03-30,1,0,2020-05-30,182,7,37161,18,66523,18012,16955,7537,3673,118.54362688,67029,0.250335976347,0.728867087757,19.1
1949,2020-03-30,1,0,2020-05-30,1,0,38065,0,1822,608,523,326,417,2.7117793628,1959,0.11876247505,0.8253493013969999,10.2
1950,2020-03-30,2,0,2020-05-30,333,3,38035,26,70130,11680,34346,3825,7313,48.35661488,69451,0.3644441452660001,0.5494597960350001,12.9
1951,2020-03-30,4,0,2020-05-30,59,1,42119,12,45056,10058,10446,6765,9125,142.18097912,44923,0.35275862069,0.609482758621,12.6
1952,2020-03-30,1,0,2020-05-30,15,0,40085,0,9843,2454,2401,1664,3070,19.950901733,10253,0.194085027726,0.771058885661,14.6
1953,2020-03-30,1,0,2020-05-30,5,2,40033,0,6000,1584,1302,1276,542,8.9562140134,5666,0.162951575711,0.789392774789,16.2
1954,2020-03-30,1,0,2020-05-30,6,0,40009,6,22971,4406,8164,1314,3932,24.242545326,21859,0.12724133351,0.835037853633,16.3
1955,2020-03-30,1,0,2020-05-30,8,0,31003,0,6406,1958,2278,939,516,7.3475479016,6298,0.118322981366,0.843788819876,12.6
1956,2020-03-30,1,0,2020-05-30,17,0,29225,0,37558,7556,5759,8492,2331,66.814815375,39592,0.190113840623,0.768663870581,14.1
1957,2020-03-30,1,0,2020-05-30,4,0,29209,0,31529,12153,5502,6162,2145,68.87971374199999,31952,0.17450719555,0.7950780021770001,13.4
1958,2020-03-30,1,0,2020-05-30,36,0,31185,0,13832,3577,6253,871,1947,23.893031935,13679,0.188778772379,0.749040920716,9.7
1959,2020-03-30,1,0,2020-05-30,8,0,29055,0,24387,5953,5119,4005,1425,32.216496676,23920,0.183870967742,0.778629032258,15.9
1960,2020-03-30,5,0,2020-05-30,9,0,29039,0,13862,3982,2899,2074,982,30.242182817,14349,0.160879260911,0.79945842625,17.9
1961,2020-03-30,2,0,2020-05-30,2,0,29179,0,6361,1916,1780,565,1057,7.755320203999998,6270,0.178100263852,0.792216358839,20.3
1962,2020-03-30,1,0,2020-05-30,19,1,29163,0,18517,4252,5250,2004,1879,27.298538048,18302,0.244881355932,0.715118644068,15.9
1963,2020-03-30,1,0,2020-05-30,5,0,29151,0,13610,3017,3101,3601,1552,22.44552221,13615,0.141000282566,0.8257982480930001,9.2
1964,2020-03-30,1,0,2020-05-30,9,0,29141,0,20097,6188,4076,2660,1479,34.514395664,20627,0.200567214974,0.766534316506,16.3
1965,2020-03-30,1,0,2020-05-30,2,0,29125,0,8959,2377,994,2543,410,16.503529137,8697,0.176522899066,0.791240551356,13.9
1966,2020-03-30,1,0,2020-05-30,4,0,29121,0,15319,4479,4387,2052,1035,18.867769507000002,15117,0.200290275762,0.764480802217,13.9
1967,2020-03-30,1,0,2020-05-30,3,0,29117,0,15025,3870,5585,971,1668,28.60590525,15227,0.19740948814,0.7613920099879999,15.6
1968,2020-03-30,1,0,2020-05-30,33,0,37003,0,37159,9162,7362,8383,3000,144.22752207,37497,0.208206096274,0.767641996558,13.0
1969,2020-03-30,3,0,2020-05-30,50,1,35057,0,15534,4251,2903,2429,906,4.6218283705,15461,0.2832,0.5912,25.2
1970,2020-03-30,1,0,2020-05-30,30,0,51101,0,16329,3605,2168,5723,2254,62.600480979,17148,0.302816901408,0.656139964789,7.3
1971,2020-03-30,1,0,2020-05-30,104,3,51089,0,51956,15335,11226,9860,5517,132.22665565,50557,0.341212701319,0.632860293812,20.0
1972,2020-03-30,1,0,2020-05-30,15,0,51173,4,31298,8800,9457,3554,2919,66.697624633,30104,0.207485380117,0.76,20.4
1974,2020-03-30,1,0,2020-05-30,46,3,48497,21,63247,13012,14506,12126,6497,77.38222196,69984,0.138356108836,0.837557276672,9.9
1975,2020-03-30,2,0,2020-05-30,4,1,55077,0,15164,4784,3020,3632,1261,34.175105158,15574,0.359400998336,0.603097401766,10.8
1976,2020-03-30,2,0,2020-05-30,17,1,55053,0,20531,5137,6233,2877,1878,20.895524299,20643,0.4152358183,0.533253640513,12.0
1977,2020-03-30,1,0,2020-05-30,38,3,55029,4,27443,10267,10998,1972,1348,57.40694055,27668,0.461317392804,0.493390044833,8.4
1978,2020-03-30,2,0,2020-05-30,9,0,54087,0,14348,4117,2715,2037,498,28.306549378000003,13688,0.233091325946,0.720672525793,22.1
1979,2020-03-30,1,0,2020-05-30,129,0,54083,0,29152,7914,9984,1687,2291,27.599304136999997,28695,0.251849112426,0.701090976331,19.4
1980,2020-03-30,1,0,2020-05-30,4,0,46091,0,4759,1287,1821,499,261,5.88816908,4935,0.387262455059,0.542372881356,12.0
1981,2020-03-30,1,0,2020-05-30,31,1,47117,0,31753,7297,7225,6022,2940,91.553849178,34375,0.249780740221,0.716277845992,14.1
1982,2020-03-30,2,0,2020-05-30,31,0,47099,6,42591,9973,10583,5508,1506,71.527887217,44142,0.180163494699,0.7931408864480001,17.7
1983,2020-03-30,1,0,2020-05-30,12,0,47055,6,29024,7499,7390,4063,2611,48.228005745,29464,0.26214028777,0.71618705036,14.5
1984,2020-03-30,1,0,2020-05-30,12,0,47049,0,17940,5028,4031,1812,589,37.14861942,18523,0.150458213651,0.825058131583,20.6
1985,2020-03-30,1,0,2020-05-30,45,1,45011,0,21788,4999,4602,3254,2282,38.05032877,20866,0.463656503851,0.515666209516,22.4
1986,2020-03-30,1,0,2020-05-30,10,0,48289,0,16966,5181,4324,2079,2422,16.217581225,17404,0.122721749696,0.862832455785,15.6
1987,2020-03-30,1,0,2020-05-30,24,1,48217,5,35098,9352,8305,5735,1922,38.22157088,36649,0.196420269642,0.7806446613979999,12.6
1988,2020-03-30,1,0,2020-05-30,604,13,48341,3,22016,3264,9470,948,1850,23.274474875,20940,0.208285822881,0.755226149753,12.2
1989,2020-03-30,1,0,2020-05-30,64,0,47181,0,16713,4139,3725,1866,817,22.711881160999997,16673,0.122731941116,0.861691201643,21.3
1990,2020-03-30,1,0,2020-05-30,23,0,47177,8,40210,9356,12149,3962,3610,95.399882595,41277,0.260597124954,0.70291190564,22.5
1991,2020-03-30,1,0,2020-05-30,149,0,13123,0,29614,9166,6620,4151,1825,73.599328187,31369,0.153779595689,0.823173129867,17.4
1992,2020-03-30,3,0,2020-05-30,179,12,13093,0,14053,3522,2699,2061,1305,34.10329848,13390,0.48488008342,0.505995828989,29.1
1993,2020-03-30,1,0,2020-05-30,28,1,13083,0,16282,4079,3222,4276,1543,92.631502469,16116,0.154697018275,0.809073420968,13.6
1994,2020-03-30,1,0,2020-05-30,48,2,13075,0,17190,3527,3354,3580,1519,75.606139957,17270,0.290162305399,0.691454123882,24.5
1995,2020-03-30,1,0,2020-05-30,39,2,13061,0,3024,937,307,533,238,14.503289288,2834,0.548387096774,0.445318646735,29.8
1996,2020-03-30,1,0,2020-05-30,16,1,13191,0,14061,4475,2331,2790,705,33.332243495,14378,0.389954182929,0.590870524351,21.5
1997,2020-03-30,1,0,2020-05-30,82,2,13167,0,9800,2334,1541,2299,763,31.823101062,9643,0.30852797392700004,0.684139054861,30.0
1998,2020-03-30,1,0,2020-05-30,41,1,13163,0,15954,3828,3137,1904,1598,29.174765401,15362,0.54932218056,0.440871070089,22.3
1999,2020-03-30,1,0,2020-05-30,19,0,12059,0,19483,4989,2575,3426,945,40.966333101,19617,0.100164589701,0.8789090054080001,23.9
2000,2020-03-30,1,0,2020-05-30,45,0,13023,0,12779,2860,1910,2344,794,59.632498231999996,12873,0.221726793677,0.753344142683,18.7
2001,2020-03-30,1,0,2020-05-30,46,0,13019,0,19014,4266,3078,3421,822,42.783499825999996,19397,0.158616486363,0.824013408502,21.8
2002,2020-03-30,1,0,2020-05-30,88,1,13011,0,18363,4207,1965,5732,2520,82.885148043,19234,0.098473941837,0.882522315001,13.0
2003,2020-03-30,2,0,2020-05-30,156,13,13001,3,18471,4208,5229,1757,2233,36.173410386,18386,0.204769384549,0.784235327717,21.9
2004,2020-03-30,1,0,2020-05-30,11,0,17033,0,19214,4912,6731,1427,1556,42.076580411,18667,0.231456447631,0.7224638532969999,11.8
2005,2020-03-30,1,0,2020-05-30,11,0,17023,0,15924,4021,4223,2977,973,30.797315124,15441,0.239544698811,0.718761990024,11.1
