,date_0days,cases_0days,deaths_0days,fips,date_60days,cases_60days,deaths_60days,date_70days,cases_70days,deaths_70days,date_80days,cases_80days,deaths_80days,icu_beds,kaiser_total_population,kaiser_60plus_population,commuting_within,commuting_out,commuting_in,density,pop_2019,percent_democrat,percent_gop,percent_in_poverty,pop_under18,pop_over65,pop_2018,median_age
1245,2020-03-15,1,0,17195,2020-05-14,112.0,8.0,2020-05-24,135.0,10.0,2020-06-03,145.0,13.0,9,56823,14999,17799,8219,4591,80.653498449,55175,0.436533121777,0.49968266560900004,10.5,12610,11233,56396,43.2
1248,2020-03-15,1,0,17027,2020-05-14,155.0,13.0,2020-05-24,176.0,16.0,2020-06-03,188.0,17.0,4,37640,8553,8805,10101,3446,79.254531794,37562,0.22810979847100002,0.7177438035670001,8.2,7992,6110,37628,40.2
1251,2020-03-15,1,0,15009,2020-05-14,117.0,6.0,2020-05-24,118.0,6.0,2020-06-03,119.0,6.0,20,164094,37939,78196,1173,985,144.13488696,167417,0.64454583959,0.25884640560600003,8.6,36517,27860,165281,41.1
1254,2020-03-15,1,0,13217,2020-05-14,263.0,8.0,2020-05-24,304.0,10.0,2020-06-03,376.0,11.0,10,105042,18455,17207,25405,10265,408.12156823,111744,0.500970607715,0.477470482107,14.8,28407,13118,106497,36.2
1257,2020-03-15,1,0,21049,2020-05-14,20.0,0.0,2020-05-24,37.0,0.0,2020-06-03,43.0,0.0,8,35757,8552,8719,6942,4948,143.62305774,36263,0.290619403446,0.6613968998950001,16.0,8085,6176,35872,42.2
1260,2020-03-15,1,0,19153,2020-05-14,2634.0,67.0,2020-05-24,3744.0,108.0,2020-06-03,4418.0,134.0,112,467235,81860,211905,22991,64988,856.60533826,490161,0.5239077138600001,0.408987829437,9.9,119097,58939,474274,35.3
1263,2020-03-15,2,0,19005,2020-05-14,115.0,4.0,2020-05-24,118.0,4.0,2020-06-03,120.0,4.0,0,13940,4004,4192,2562,1118,21.417938912,13687,0.352347520842,0.595582857979,11.7,3175,3020,13880,44.8
1266,2020-03-15,1,0,18057,2020-05-14,978.0,88.0,2020-05-24,1109.0,96.0,2020-06-03,1194.0,100.0,10,309687,49209,75774,76342,52159,857.14024676,338011,0.37241424200999995,0.5682418798409999,4.2,87908,36042,316095,36.9
1269,2020-03-16,1,0,37063,2020-05-15,938.0,37.0,2020-05-25,1312.0,45.0,2020-06-04,1921.0,49.0,148,300865,51648,97580,44478,99486,1122.1784672000001,321488,0.789030376703,0.18518961359900002,13.5,65637,37056,306457,35.2
1272,2020-03-16,1,0,39055,2020-05-15,212.0,24.0,2020-05-25,257.0,29.0,2020-06-04,300.0,34.0,12,93895,23672,19423,26377,16145,233.94676271,93649,0.352203709783,0.606881976362,5.7,22073,17977,93961,44.6
1275,2020-03-16,1,0,41003,2020-05-15,51.0,5.0,2020-05-25,55.0,5.0,2020-06-04,57.0,5.0,12,88249,18413,30157,8723,10147,137.81919361,93053,0.623801478816,0.285889812844,15.8,14824,13573,89780,32.9
1278,2020-03-16,1,0,40017,2020-05-15,116.0,3.0,2020-05-25,128.0,3.0,2020-06-04,137.0,3.0,8,132922,23558,23429,38226,11362,165.41304517,148306,0.21114932126699998,0.72342081448,7.3,35938,17179,136710,35.9
1281,2020-03-16,1,0,36067,2020-05-15,1440.0,82.0,2020-05-25,1981.0,113.0,2020-06-04,2295.0,142.0,152,467669,103054,201920,15257,44431,591.64396863,460528,0.536121732426,0.4077734134880001,13.7,100050,75035,464242,39.0
1284,2020-03-16,1,0,33003,2020-05-15,39.0,0.0,2020-05-25,46.0,0.0,2020-06-04,48.0,0.0,8,47524,16281,16830,5466,4759,52.486314756999995,48910,0.44685682827,0.503561229054,9.0,7781,12516,47840,51.7
1287,2020-03-16,1,0,29037,2020-05-15,73.0,8.0,2020-05-25,80.0,8.0,2020-06-04,100.0,8.0,9,101888,22296,18215,29184,8177,151.84868186,105780,0.292142364192,0.650813368826,8.1,25291,16489,102678,39.8
1290,2020-03-16,1,0,28095,2020-05-15,215.0,23.0,2020-05-25,246.0,24.0,2020-06-04,269.0,25.0,9,35967,9309,8405,5542,2502,46.075711377,35252,0.34756986249300004,0.640453710158,16.4,8194,6661,35840,41.2
1293,2020-03-16,1,0,28045,2020-05-15,78.0,10.0,2020-05-25,88.0,11.0,2020-06-04,90.0,12.0,6,46277,11941,9902,8302,7573,100.49706734,47632,0.189530170691,0.783239139122,17.5,9939,8941,46653,44.0
1296,2020-03-16,1,0,36069,2020-05-15,133.0,7.0,2020-05-25,185.0,12.0,2020-06-04,218.0,20.0,27,109491,27978,32239,20111,20517,170.44802449,109777,0.42449227928800004,0.5107208794899999,8.5,22565,20570,109472,43.5
1299,2020-03-16,2,0,36003,2020-05-15,44.0,0.0,2020-05-25,44.0,0.0,2020-06-04,49.0,0.0,6,47400,11338,13849,5977,2897,44.77637219,46091,0.261410788382,0.6844719770909999,17.0,9586,8444,47025,38.8
1302,2020-03-16,4,0,34035,2020-05-15,4181.0,359.0,2020-05-25,4480.0,399.0,2020-06-04,4626.0,423.0,28,333316,67698,77232,89990,107106,1089.6673742,328934,0.543530265998,0.41906268436099997,4.9,74584,48929,330176,41.6
1305,2020-03-16,1,0,34019,2020-05-15,777.0,49.0,2020-05-25,966.0,57.0,2020-06-04,1009.0,61.0,12,125717,30279,29468,34903,26970,290.70129177,124371,0.407993539429,0.546385764076,4.4,25239,21457,125051,46.2
1308,2020-03-16,1,0,51199,2020-05-15,62.0,3.0,2020-05-25,69.0,3.0,2020-06-04,77.0,3.0,0,67196,14070,8592,23788,16047,652.71795258,68280,0.381334037931,0.552609946568,5.5,16264,10313,67587,39.5
1311,2020-03-16,1,0,51179,2020-05-15,442.0,4.0,2020-05-25,599.0,4.0,2020-06-04,742.0,5.0,4,141159,19771,23234,44780,19394,567.90220642,152882,0.426610558531,0.517827084927,5.4,38029,14086,144012,35.3
1314,2020-03-16,1,0,50017,2020-05-15,8.0,0.0,2020-05-25,8.0,0.0,2020-06-04,9.0,0.0,2,28901,7904,6476,8363,3112,42.053568485,28892,0.558674985146,0.371137849079,10.2,5448,5677,28937,46.1
1317,2020-03-16,1,0,49051,2020-05-15,196.0,1.0,2020-05-25,247.0,1.0,2020-06-04,313.0,2.0,0,29306,4220,6251,5980,1560,28.96395212900001,34091,0.25272277227699996,0.504537953795,5.3,9818,3199,30523,33.4
1320,2020-03-16,1,0,49045,2020-05-15,86.0,0.0,2020-05-25,113.0,0.0,2020-06-04,140.0,0.0,4,63357,8290,14021,11892,2832,10.409040896,72259,0.212377677863,0.512721502248,6.8,21906,5833,65185,31.3
1323,2020-03-16,1,0,55141,2020-05-15,5.0,0.0,2020-05-25,9.0,1.0,2020-06-04,11.0,1.0,27,73427,18838,28424,7383,11273,92.05239283799999,72999,0.37738650827299997,0.570163343233,10.1,15888,14436,73274,43.8
1326,2020-03-16,1,0,55087,2020-05-15,128.0,4.0,2020-05-25,193.0,7.0,2020-06-04,246.0,8.0,64,183288,35410,62760,32331,37279,294.6853283000001,187885,0.407460898218,0.533667115989,7.2,44136,25661,184754,37.9
1329,2020-03-16,1,0,45039,2020-05-15,108.0,8.0,2020-05-25,160.0,9.0,2020-06-04,194.0,17.0,0,22868,6384,3385,5149,3790,32.561333629,22347,0.616423746889,0.357625311056,23.7,4484,4472,22712,46.4
1332,2020-03-16,2,1,48321,2020-05-15,66.0,5.0,2020-05-25,68.0,5.0,2020-06-04,71.0,5.0,6,36744,8504,11285,4165,3182,33.528159615999996,36643,0.284998726547,0.691654639613,18.4,9525,5900,36743,37.8
1335,2020-03-16,1,0,48037,2020-05-15,122.0,11.0,2020-05-25,153.0,11.0,2020-06-04,296.0,13.0,82,93635,20099,28676,6732,13166,105.36134777,93245,0.256193791703,0.722744415434,19.1,22262,14992,93858,38.1
1338,2020-03-16,1,0,47155,2020-05-15,66.0,2.0,2020-05-25,72.0,2.0,2020-06-04,97.0,2.0,16,95523,23741,33240,10415,10326,165.82597205,98250,0.173935876175,0.790768380321,13.9,20134,17934,96287,42.7
1341,2020-03-16,1,0,12033,2020-05-15,682.0,20.0,2020-05-25,768.0,26.0,2020-06-04,866.0,35.0,120,309924,68143,124398,13067,29007,484.51894692,318316,0.376719060214,0.582880963531,14.7,65253,50472,311522,37.2
1344,2020-03-16,1,0,12069,2020-05-15,249.0,14.0,2020-05-25,275.0,15.0,2020-06-04,313.0,15.0,158,326215,107419,68370,51090,21071,386.1320543,367118,0.36843871028499997,0.599700997069,11.5,65569,88151,335362,46.8
1347,2020-03-16,1,0,13117,2020-05-15,397.0,11.0,2020-05-25,480.0,12.0,2020-06-04,535.0,12.0,24,211300,33215,42508,48059,30681,1087.7329880999996,244252,0.240736173624,0.7172760342810001,5.0,62150,25021,219880,38.3
1350,2020-03-16,1,0,5079,2020-05-15,952.0,8.0,2020-05-25,975.0,8.0,2020-06-04,985.0,10.0,0,13885,2882,1780,1742,1061,23.193334411,13024,0.32826428945999997,0.64368117462,27.5,2374,2002,13695,38.6
1353,2020-03-16,1,0,5041,2020-05-15,18.0,0.0,2020-05-25,19.0,0.0,2020-06-04,19.0,0.0,0,12094,3044,3292,991,1641,14.790360066,11361,0.526975863701,0.453147184098,24.3,3054,2156,11887,39.1
1356,2020-03-16,1,0,5025,2020-05-15,16.0,0.0,2020-05-25,18.0,0.0,2020-06-04,19.0,0.0,0,8332,2195,842,2314,391,13.309272715,7956,0.2191573204,0.7456805092450001,15.5,1862,1650,8226,42.7
1359,2020-03-16,1,0,5023,2020-05-15,72.0,4.0,2020-05-25,73.0,4.0,2020-06-04,76.0,4.0,0,25361,8437,6837,2668,1886,45.00446495,24919,0.175551470588,0.7899398395720001,14.6,4799,6697,25230,49.4
1365,2020-03-16,1,0,6057,2020-05-15,41.0,1.0,2020-05-25,41.0,1.0,2020-06-04,49.0,1.0,10,98838,33612,29668,10724,6945,104.15446736,99755,0.48707077996299997,0.44157796620399997,10.3,17189,25177,99092,50.1
1368,2020-03-16,1,0,13139,2020-05-15,2140.0,40.0,2020-05-25,2327.0,41.0,2020-06-04,2566.0,50.0,85,192865,36793,55871,26894,28354,520.20744436,204441,0.230319535739,0.7368998902089999,13.2,50951,27758,195961,36.3
1371,2020-03-16,1,0,24041,2020-05-15,65.0,1.0,2020-05-25,86.0,1.0,2020-06-04,106.0,3.0,16,37461,12868,12349,4977,8989,138.44689006,37181,0.419892157386,0.539106294378,9.2,6852,10365,37211,50.2
1374,2020-03-16,1,0,24021,2020-05-15,1371.0,88.0,2020-05-25,1738.0,99.0,2020-06-04,2048.0,109.0,18,246105,46881,71733,53410,33257,392.93959344,259547,0.45137523703500004,0.491223186792,6.2,58354,34178,248472,39.2
1377,2020-03-16,1,0,27013,2020-05-15,76.0,0.0,2020-05-25,115.0,1.0,2020-06-04,148.0,0.0,29,65767,12070,26962,8604,13090,90.47132325,67653,0.43384652393600004,0.47110295886500003,15.1,13077,8703,66322,30.7
1380,2020-03-16,1,0,27009,2020-05-15,117.0,2.0,2020-05-25,167.0,2.0,2020-06-04,182.0,3.0,0,39360,7326,6977,12786,8907,100.14532941,40889,0.283260509266,0.646476821857,10.2,9994,5365,39779,35.6
1383,2020-03-16,1,0,17197,2020-05-15,4277.0,237.0,2020-05-25,5188.0,258.0,2020-06-04,5752.0,286.0,92,687727,116816,159128,167945,88973,826.37524942,690743,0.502491323322,0.44577849558399996,6.4,177161,83650,688697,37.6
1386,2020-03-16,1,0,17143,2020-05-15,156.0,6.0,2020-05-25,181.0,8.0,2020-06-04,288.0,11.0,107,186145,40675,69524,14675,37537,289.59864737,179179,0.483263409282,0.455676757245,16.6,43887,29437,184463,37.2
1389,2020-03-16,1,0,13285,2020-05-15,195.0,6.0,2020-05-25,260.0,9.0,2020-06-04,363.0,11.0,20,69433,13380,22499,5267,14571,168.89065797,69922,0.3720776954990001,0.6064823789399999,20.2,17317,9893,69774,36.3
1392,2020-03-16,1,0,13223,2020-05-15,240.0,10.0,2020-05-25,291.0,11.0,2020-06-04,340.0,11.0,8,152399,21365,20511,47959,7295,540.02982095,168667,0.278695376233,0.691103852882,7.8,42046,15766,155840,35.8
1395,2020-03-16,1,0,22005,2020-05-15,749.0,48.0,2020-05-25,788.0,54.0,2020-06-04,861.0,57.0,0,119129,18726,24490,29591,16155,436.47087276,126604,0.30131899090799996,0.66105043631,10.8,32942,13440,121176,35.4
1398,2020-03-16,1,0,18005,2020-05-15,398.0,33.0,2020-05-25,484.0,36.0,2020-06-04,532.0,42.0,17,81024,16862,32409,5780,15691,205.8677649,83779,0.303837722684,0.637160764457,10.1,19684,12792,81893,37.7
1401,2020-03-16,1,0,18043,2020-05-15,255.0,33.0,2020-05-25,315.0,40.0,2020-06-04,325.0,42.0,16,76481,16661,15216,21045,15468,530.67969719,78522,0.374452652787,0.575607790463,9.5,17635,11706,76809,39.9
1404,2020-03-17,2,0,39031,2020-05-16,20.0,0.0,2020-05-26,26.0,0.0,2020-06-05,48.0,0.0,7,36602,9240,10654,4507,2400,64.898306838,36600,0.261212485796,0.693870730566,15.4,8633,6761,36574,41.4
1407,2020-03-17,1,0,37163,2020-05-16,232.0,1.0,2020-05-26,409.0,1.0,2020-06-05,553.0,4.0,8,63664,14291,16513,9705,5051,67.178650753,63531,0.409002262267,0.575746938139,22.8,15660,10866,63561,40.3
1410,2020-03-17,2,0,38015,2020-05-16,112.0,0.0,2020-05-26,123.0,0.0,2020-06-05,135.0,0.0,72,92372,18957,41684,6949,9593,58.569438582,95626,0.231791611554,0.6933267909720001,7.4,21643,14205,93737,36.9
1413,2020-03-17,1,0,38017,2020-05-16,1106.0,32.0,2020-05-26,1580.0,43.0,2020-06-05,1834.0,59.0,111,170620,27710,82990,9962,25120,103.07635096,181923,0.397058636923,0.504244546804,10.4,38853,19598,174202,32.2
1416,2020-03-17,1,0,36121,2020-05-16,78.0,3.0,2020-05-26,82.0,3.0,2020-06-05,88.0,3.0,5,40886,9523,9848,8284,5531,67.244018547,39859,0.220208845209,0.729975429975,9.9,8064,6754,40565,41.9
1419,2020-03-17,1,0,36105,2020-05-16,1217.0,24.0,2020-05-26,1338.0,27.0,2020-06-05,1409.0,31.0,10,75783,18426,21603,9533,5531,77.914576302,75432,0.414312120412,0.551737145875,16.2,16032,13552,75211,42.9
1422,2020-03-17,1,0,37097,2020-05-16,181.0,5.0,2020-05-26,230.0,5.0,2020-06-05,301.0,5.0,36,169798,34692,50464,23922,21131,316.57176203,181806,0.302761157977,0.670952717183,9.5,40440,26249,172525,40.4
1425,2020-03-17,1,0,39037,2020-05-16,111.0,16.0,2020-05-26,156.0,16.0,2020-06-05,190.0,23.0,6,51919,13217,14279,8856,4460,85.458901208,51113,0.1758,0.78792,9.5,12420,9780,51734,41.8
1428,2020-03-17,2,1,41039,2020-05-16,64.0,2.0,2020-05-26,67.0,2.0,2020-06-05,80.0,3.0,67,363471,90330,148796,6031,7544,83.859255658,382067,0.555011266237,0.365699832111,18.1,69280,67440,368882,39.4
1431,2020-03-17,1,0,40117,2020-05-16,29.0,2.0,2020-05-26,29.0,2.0,2020-06-05,32.0,2.0,0,16448,4188,3171,3594,1088,28.81316326,16376,0.21131421367800002,0.743145288371,14.7,3941,3060,16428,41.9
1434,2020-03-17,1,0,39085,2020-05-16,219.0,8.0,2020-05-26,282.0,12.0,2020-06-05,325.0,12.0,27,229701,58488,68862,46779,26862,1003.8327763,230149,0.399468037947,0.555253125277,7.5,47244,43492,230052,43.7
1437,2020-03-17,1,0,39099,2020-05-16,1199.0,146.0,2020-05-26,1347.0,171.0,2020-06-05,1486.0,191.0,67,231857,62316,72677,28166,29182,555.73386662,228683,0.49800136492200003,0.468043996561,16.5,46852,46245,231064,43.5
1440,2020-03-17,2,0,29095,2020-05-16,432.0,16.0,2020-05-26,528.0,16.0,2020-06-05,686.0,22.0,274,688554,136794,235620,85242,144093,1162.931543,703011,0.5567616463139999,0.390314320401,13.0,164975,98843,692003,36.7
1443,2020-03-17,1,0,36083,2020-05-16,438.0,30.0,2020-05-26,466.0,32.0,2020-06-05,497.0,32.0,12,159800,35905,34632,43766,23281,243.25640923,158714,0.45519843615,0.483899319604,11.1,31723,25539,159431,39.9
1446,2020-03-17,1,0,31153,2020-05-16,331.0,2.0,2020-05-26,476.0,3.0,2020-06-05,753.0,4.0,8,175188,26946,36317,53064,27509,786.03485862,187196,0.356179529705,0.574034789987,5.7,49560,19582,178351,34.4
1449,2020-03-17,1,0,31107,2020-05-16,8.0,0.0,2020-05-26,9.0,0.0,2020-06-05,9.0,0.0,0,8496,2628,3157,1044,454,7.5168493371,8332,0.176065008619,0.7833046047769999,13.4,2034,2043,8460,46.9
1452,2020-03-17,2,0,34015,2020-05-16,1811.0,113.0,2020-05-26,2103.0,138.0,2020-06-05,2310.0,151.0,14,291372,60833,63700,75338,40948,905.76706199,291636,0.47948521548100004,0.483777495159,7.6,65122,43423,290852,40.3
1455,2020-03-17,1,0,29051,2020-05-16,55.0,1.0,2020-05-26,60.0,1.0,2020-06-05,57.0,1.0,25,76749,16261,30450,5019,18630,196.00416998,76745,0.292718928639,0.660476101017,8.9,17356,11811,76740,38.5
1458,2020-03-17,1,0,29019,2020-05-16,100.0,1.0,2020-05-26,123.0,1.0,2020-06-05,173.0,1.0,110,174589,28350,79190,8973,14188,263.23792216,180463,0.492990205493,0.43386306894599996,16.8,35916,20163,176515,30.8
1461,2020-03-17,1,0,36019,2020-05-16,91.0,4.0,2020-05-26,95.0,4.0,2020-06-05,97.0,4.0,21,81224,17868,31318,3332,2883,77.556663383,80485,0.47381774614100003,0.464479526394,13.2,14535,12853,80794,39.3
1464,2020-03-17,1,0,35055,2020-05-16,22.0,0.0,2020-05-26,24.0,0.0,2020-06-05,31.0,0.0,6,32809,10333,13039,937,892,14.858065134,32723,0.699973460722,0.17953821656100002,21.4,6053,7976,32888,48.2
1467,2020-03-17,1,0,34041,2020-05-16,1077.0,118.0,2020-05-26,1136.0,128.0,2020-06-05,1189.0,132.0,20,107088,24579,21965,30372,15098,295.24915188,105267,0.35074934973800004,0.606766855208,6.7,21712,18236,106293,44.0
1470,2020-03-17,1,0,42007,2020-05-16,518.0,83.0,2020-05-26,570.0,72.0,2020-06-05,598.0,74.0,20,168161,45796,44988,34187,14237,377.09710119,163929,0.382420669062,0.583038109216,11.2,32598,34142,166896,45.1
1473,2020-03-17,1,0,53021,2020-05-16,564.0,17.0,2020-05-26,649.0,19.0,2020-06-05,855.0,21.0,0,89124,11049,18701,17143,12415,76.693229865,95222,0.380829770696,0.551787796347,13.4,29917,7860,90660,30.0
1479,2020-03-17,2,0,51087,2020-05-16,1226.0,113.0,2020-05-26,1546.0,118.0,2020-06-05,1983.0,134.0,53,324073,65204,86422,75006,81929,1415.7121477,330818,0.577991677266,0.368435350629,9.0,75193,47493,325642,38.5
1482,2020-03-17,1,0,51075,2020-05-16,87.0,5.0,2020-05-26,93.0,6.0,2020-06-05,105.0,6.0,0,22148,6309,2867,7375,9551,84.641503328,23753,0.350610193826,0.601148600144,6.7,4146,4686,22482,48.3
1488,2020-03-17,1,0,56029,2020-05-16,1.0,0.0,2020-05-26,2.0,0.0,2020-06-05,2.0,0.0,4,29276,8475,14024,1091,1284,4.2072108313,29194,0.173226732267,0.759532595326,10.2,6008,6236,29121,44.4
1491,2020-03-17,2,0,56021,2020-05-16,181.0,1.0,2020-05-26,183.0,2.0,2020-06-05,188.0,2.0,15,97031,20072,45418,2164,4906,37.045810193,99500,0.28969833521099997,0.621955188384,9.1,22772,14718,97692,36.9
1494,2020-03-17,4,0,55059,2020-05-16,820.0,18.0,2020-05-26,1008.0,22.0,2020-06-05,1267.0,34.0,27,167886,31603,43099,35639,16754,623.74150741,169561,0.47174414770900003,0.47510715463200004,12.0,39717,22280,168330,38.2
1497,2020-03-17,1,0,54037,2020-05-16,98.0,1.0,2020-05-26,161.0,1.0,2020-06-05,203.0,4.0,5,55673,11916,11227,14615,6909,273.03969604,57146,0.393968425876,0.547506977132,9.7,12716,8477,56179,40.7
1500,2020-03-17,1,0,53045,2020-05-16,30.0,1.0,2020-05-26,34.0,1.0,2020-06-05,37.0,1.0,6,61569,18441,12626,9263,3967,69.582170877,66768,0.42755789246200004,0.48759318615599995,13.7,12185,13868,62627,45.6
1503,2020-03-17,1,0,28059,2020-05-16,284.0,13.0,2020-05-26,296.0,13.0,2020-06-05,314.0,15.0,48,141314,28610,40035,17891,15030,198.69615004,143617,0.28784779500700003,0.686330144067,17.9,33823,21359,142014,38.8
1506,2020-03-17,1,0,45091,2020-05-16,290.0,5.0,2020-05-26,352.0,6.0,2020-06-05,446.0,10.0,24,251664,48997,65998,45082,25830,412.7959259,280979,0.36350011020499995,0.5840423187129999,9.8,63395,35425,258641,38.5
1509,2020-03-17,1,0,45079,2020-05-16,1222.0,60.0,2020-05-26,1386.0,63.0,2020-06-05,1666.0,68.0,211,404869,68651,153326,37877,75200,548.98298233,415759,0.639911452184,0.311410861865,16.7,88281,48691,408263,33.2
1512,2020-03-17,1,0,45017,2020-05-16,9.0,1.0,2020-05-26,10.0,1.0,2020-06-05,19.0,1.0,0,14808,4258,1761,4456,1252,38.181620933000005,14553,0.472527472527,0.501125380643,18.4,2903,3182,14713,46.0
1515,2020-03-17,2,0,48303,2020-05-16,616.0,50.0,2020-05-26,674.0,50.0,2020-06-05,734.0,50.0,267,298042,49312,131247,7920,9143,346.77211360000007,310569,0.285090760759,0.6686314501330001,17.6,72603,36090,301454,30.7
1518,2020-03-17,2,0,48139,2020-05-16,247.0,12.0,2020-05-26,289.0,12.0,2020-06-05,361.0,16.0,18,164092,29137,37900,35338,12728,197.53540232,184826,0.25683432703299997,0.7105004439929999,8.8,45513,20837,168838,36.1
1521,2020-03-17,1,0,48041,2020-05-16,318.0,18.0,2020-05-26,444.0,19.0,2020-06-05,565.0,22.0,48,214231,26525,88215,7969,11912,391.05281168,229211,0.34891574292800004,0.585468532316,23.2,45169,18907,219193,26.2
1524,2020-03-17,1,0,12009,2020-05-16,359.0,10.0,2020-05-26,399.0,12.0,2020-06-05,439.0,13.0,159,568183,170919,208024,18133,9746,593.05632145,601942,0.38024476914899996,0.577787533762,11.0,106811,133083,576808,47.2
1527,2020-03-17,1,0,10005,2020-05-16,3658.0,112.0,2020-05-26,4132.0,128.0,2020-06-05,4322.0,144.0,38,215551,71832,67155,21284,13495,250.20481554,234225,0.371680495965,0.591670289376,12.3,41631,57228,219540,49.0
1530,2020-03-17,1,0,12105,2020-05-16,722.0,41.0,2020-05-26,891.0,50.0,2020-06-05,1127.0,64.0,145,652256,169578,191505,49657,25928,403.20522157,724777,0.412862719675,0.553912933185,15.7,149878,133538,668671,40.3
1533,2020-03-17,1,0,4017,2020-05-16,1238.0,48.0,2020-05-26,1550.0,56.0,2020-06-05,2104.0,68.0,12,107902,24267,28352,2805,3636,11.148081274,110924,0.43384450281000003,0.513005168178,28.5,29680,18351,108705,36.4
1539,2020-03-17,1,0,1115,2020-05-16,90.0,1.0,2020-05-26,106.0,1.0,2020-06-05,145.0,2.0,6,86937,18943,13122,23213,6478,141.72690747,89512,0.146295173577,0.8324063579090001,12.0,19998,13891,87306,40.3
1542,2020-03-17,1,0,1089,2020-05-16,275.0,4.0,2020-05-26,309.0,4.0,2020-06-05,380.0,4.0,100,353213,70040,152471,9554,43165,465.21086205,372909,0.391508280399,0.559336063158,11.9,79195,51308,357560,38.5
1545,2020-03-17,1,0,28047,2020-05-16,215.0,6.0,2020-05-26,237.0,6.0,2020-06-05,268.0,7.0,57,200491,38987,74626,12477,24161,362.73502365,208080,0.333123912623,0.63969972292,20.0,49001,28457,202626,36.0
1548,2020-03-17,1,0,6029,2020-05-16,1483.0,25.0,2020-05-26,1890.0,31.0,2020-06-05,2544.0,45.0,144,878744,130831,301473,18316,21087,110.6947351,900202,0.39720289355800004,0.5473142725919999,20.5,257750,92005,883053,31.5
1551,2020-03-17,2,0,6053,2020-05-16,321.0,8.0,2020-05-26,429.0,8.0,2020-06-05,640.0,10.0,27,433168,76257,159164,19931,18021,132.2662889,434061,0.669587074351,0.272849517978,13.3,114125,55515,433212,34.1
1554,2020-03-17,1,0,13245,2020-05-16,490.0,17.0,2020-05-26,553.0,19.0,2020-06-05,619.0,27.0,264,201568,38152,64662,15991,56855,624.41570879,202518,0.6498425659089999,0.326088696766,21.9,46913,26601,201463,33.9
1557,2020-03-17,1,0,23031,2020-05-16,288.0,8.0,2020-05-26,359.0,9.0,2020-06-05,408.0,11.0,14,201454,52544,59840,41851,12475,209.51068713,207641,0.48988259244300003,0.442147382461,9.0,39099,39118,203102,44.9
1560,2020-03-17,1,0,23017,2020-05-16,17.0,0.0,2020-05-26,22.0,0.0,2020-06-05,32.0,0.0,6,57230,16027,15056,9317,3776,27.913480483,57975,0.39145815913000004,0.52145108381,16.7,10900,11733,57325,46.6
1563,2020-03-17,1,0,23011,2020-05-16,120.0,8.0,2020-05-26,128.0,9.0,2020-06-05,129.0,9.0,16,121289,31337,45061,11493,14662,140.98712851,122302,0.443885513417,0.48111335020199997,11.2,23825,22931,121545,44.3
1566,2020-03-17,1,0,22117,2020-05-16,363.0,32.0,2020-05-26,400.0,37.0,2020-06-05,457.0,42.0,13,46449,11494,9870,4859,2639,68.987873431,46194,0.305552572226,0.6740414563420001,24.6,11209,7971,46457,39.5
1569,2020-03-17,1,0,13313,2020-05-16,180.0,6.0,2020-05-26,303.0,7.0,2020-06-05,438.0,7.0,34,103963,18625,36398,8279,19252,360.24224386,104628,0.2610170608,0.7085830972930001,14.2,27461,13991,103849,36.0
1572,2020-03-17,1,0,27103,2020-05-16,33.0,2.0,2020-05-26,71.0,6.0,2020-06-05,88.0,11.0,0,33477,6976,8841,9420,7920,76.400468118,34274,0.44021435748599996,0.470916601541,8.7,7432,5090,33783,36.3
1575,2020-03-17,2,0,27091,2020-05-16,117.0,5.0,2020-05-26,126.0,5.0,2020-06-05,135.0,5.0,0,20084,5976,8251,1799,1441,27.631827385999998,19683,0.261056452383,0.674562995511,13.7,4308,4481,19964,45.3
1578,2020-03-17,1,0,26075,2020-05-16,414.0,26.0,2020-05-26,438.0,26.0,2020-06-05,482.0,29.0,51,158989,36118,47593,16641,12521,225.83595663,158510,0.37079362341300004,0.572009717251,13.7,34714,26583,158913,41.2
