,icu_beds,commuting_in,commuting_out,commuting_within,density,percent_democrat,percent_in_poverty,pop_under18,pop_over65,median_age,percent_with_bachelors,median_income,pop_2019,cases_60days,cases_70days,cases_80days
5076,0,1992,4484,5052,112.74742334,0.256326287586,15.0,5379,5456,43.8,15.1,47171,26205,26.0,39.0,41.0
5079,4,5498,6233,10355,163.74088544,0.15395585317500002,14.9,10043,8067,39.5,18.7,51829,45328,506.0,549.0,581.0
5082,0,2540,7153,6744,37.115151768000004,0.262869830123,16.1,7948,9401,46.8,12.6,39037,41503,30.0,55.0,98.0
5085,0,3259,5506,9771,64.507811609,0.211780455154,19.3,9548,8836,42.5,14.7,38525,44417,165.0,174.0,185.0
5088,0,1818,4951,8436,24.265366799000002,0.19314400681,9.9,6167,5893,44.5,15.4,55247,27114,131.0,135.0,136.0
5091,3,2885,11046,12260,59.428708102,0.364600528227,11.5,11114,9839,43.1,22.6,58042,48913,67.0,70.0,72.0
5094,9,3592,6431,9557,37.542669859,0.368643807888,11.6,7258,7023,44.0,19.7,56099,32628,15.0,21.0,22.0
5097,0,714,2426,3161,32.356177425,0.154552313883,13.4,3983,3627,45.1,14.8,49857,18112,17.0,17.0,17.0
5100,28,2254,3257,6236,81.368499194,0.317740754302,21.6,6083,4707,41.7,13.7,40965,26320,279.0,290.0,295.0
5103,17,2926,2256,12543,75.655216879,0.212701818925,15.1,7226,12650,52.1,18.3,39686,41932,8.0,12.0,14.0
5106,4,2762,3141,5254,38.547672328000004,0.08493417844949999,18.6,4992,5027,44.9,13.5,41156,23629,75.0,93.0,112.0
5109,0,798,1297,1085,12.535873955,0.8239407651170001,30.1,1862,1716,42.5,10.1,28524,8111,91.0,95.0,117.0
5112,14,3392,3041,9016,38.755951378,0.308814829422,23.6,8328,6476,39.7,12.7,38418,36633,45.0,79.0,99.0
5115,13,1889,2947,11014,35.950408623,0.15039828044,19.9,8190,7650,43.9,14.9,40203,37049,71.0,88.0,111.0
5118,0,906,3681,4724,39.138789293,0.226061204344,19.7,4914,4512,42.7,14.9,40546,22722,124.0,131.0,140.0
5121,0,882,169,1304,2.2116792515,0.16611157368899998,16.2,1110,951,37.9,12.8,46690,5701,3.0,3.0,3.0
5124,0,109,339,890,3.1663577283999995,0.609340659341,25.2,671,987,51.3,19.1,31557,3887,3.0,6.0,12.0
5127,22,12495,11978,41634,110.00431738,0.400062015504,18.8,40935,14567,31.7,13.5,58255,152940,688.0,1452.0,1724.0
5130,0,2340,1946,6624,18.724913044,0.403245374583,11.0,5883,2966,35.1,15.4,57249,21547,5.0,7.0,7.0
5133,6,2847,702,5493,22.465424451,0.459330143541,19.1,3932,2113,30.4,26.1,42897,16233,58.0,87.0,114.0
5136,0,2314,5842,3183,54.421434495,0.219653850621,8.8,4535,3755,42.8,17.2,57092,20257,92.0,95.0,98.0
5139,6,1490,2093,3032,25.213726526,0.308795551002,13.6,2497,3403,50.5,18.8,46930,14029,58.0,63.0,63.0
5142,0,4251,13923,8101,105.66504405,0.312392574768,11.2,10818,10202,45.0,19.1,55978,51787,78.0,101.0,114.0
5145,4,2429,1836,11761,37.057663334000004,0.288932357395,12.6,6112,7668,49.0,15.5,45817,30981,42.0,57.0,60.0
5148,0,4820,5279,10374,71.62630108100001,0.34454445931199995,16.2,8285,6853,39.2,14.0,48988,40711,71.0,86.0,88.0
5151,0,2349,2145,2807,38.599771755,0.387547430148,24.4,2539,2049,40.6,22.2,60296,15568,205.0,220.0,226.0
5154,0,2029,1869,1597,12.714988419,0.60939857728,27.5,1949,1891,41.8,11.0,33437,9742,132.0,156.0,167.0
5157,0,744,944,820,13.444036679000002,0.864731795802,35.5,1688,1095,39.3,15.0,28024,6990,41.0,42.0,52.0
5160,0,3179,3072,8801,51.072172722,0.255604521939,26.9,8211,4533,36.8,12.2,36236,29118,539.0,739.0,855.0
5163,10,3549,3184,17021,18.839747795,0.407581159692,18.4,11641,6988,33.7,28.1,47073,47188,12.0,18.0,21.0
5166,4,1386,2006,5019,19.162700747,0.29272603671,11.7,3065,3138,46.1,17.8,52560,13653,13.0,22.0,25.0
5169,0,1078,671,1498,9.9073845865,0.4484088717450001,20.9,1728,954,35.9,12.2,43162,5527,5.0,6.0,6.0
5172,0,478,1191,1736,10.50520479,0.286475682878,10.1,1310,1403,45.8,18.4,51305,5639,5.0,6.0,6.0
5175,3,2260,1881,6902,45.353724811999996,0.297745681663,7.8,3217,4254,48.4,31.3,55603,17258,9.0,38.0,122.0
5178,10,5875,5727,17277,66.812594993,0.44307191841,12.5,10774,9002,42.2,19.1,51317,46429,60.0,65.0,67.0
5181,0,1234,4150,3138,24.888899586999997,0.290063028027,9.0,3381,3251,44.1,17.5,57971,14439,15.0,16.0,19.0
5184,0,4836,8620,7662,101.20933212,0.217508850982,7.1,7819,5774,40.8,20.9,67758,33964,40.0,45.0,60.0
5187,0,1712,1949,6264,29.590225761,0.329336340971,9.9,3648,3615,44.7,19.8,55303,16846,13.0,29.0,42.0
5190,8,3752,2065,14258,50.165658876,0.365044376124,13.7,7849,6445,39.1,19.6,52093,35904,28.0,77.0,95.0
5193,8,1101,1008,3519,23.383809178000003,0.262505002001,13.9,2364,2098,44.0,17.5,49966,9917,6.0,9.0,9.0
5196,0,3398,3475,15521,68.766444364,0.430677966102,11.3,10111,6979,39.1,19.0,59552,39369,875.0,918.0,940.0
5199,0,3348,3175,5476,27.59631515,0.34930026169100004,7.4,3755,2935,42.1,19.1,64188,16184,33.0,33.0,34.0
5202,0,1559,1294,4586,21.643119997,0.317700453858,10.6,3067,2767,43.4,17.7,54802,12562,124.0,223.0,280.0
5205,0,4315,6338,11199,95.439909021,0.219481657694,10.1,7918,5986,40.7,19.0,53809,36520,26.0,38.0,49.0
5208,10,3403,9105,10169,122.4151072,0.255242839352,14.4,10017,8878,42.2,16.6,50183,47972,164.0,189.0,205.0
5211,4,1827,3847,5071,54.219276738999994,0.234057797946,13.6,4759,3751,41.3,14.4,52798,19974,47.0,51.0,53.0
5214,0,3457,6163,8451,79.984257434,0.236970410222,11.9,8457,5161,38.2,16.6,51730,32399,223.0,248.0,254.0
5217,14,9019,8749,28075,149.51197031,0.197793587614,9.0,19168,12443,38.0,22.7,57367,79456,96.0,207.0,279.0
5220,0,2300,5231,5846,54.522839313999995,0.233932670237,13.6,5834,4851,42.4,14.3,46441,24665,64.0,74.0,88.0
5223,0,5294,6087,9260,104.34906183,0.217755443886,7.8,12820,5153,31.4,10.4,67498,39614,61.0,129.0,236.0
5226,0,4893,7296,5196,140.62281054,0.36598508895,9.4,5881,4485,42.4,32.9,66164,26734,26.0,32.0,45.0
5229,0,325,1636,1307,7.914193336,0.147941381717,10.2,1388,1141,42.6,23.5,56451,5704,4.0,4.0,4.0
5232,0,701,4432,2682,22.606454105999997,0.25094284885400003,12.5,3734,3031,43.6,18.6,53864,15949,7.0,9.0,10.0
5235,7,3789,2646,12598,31.773879389,0.255806477538,10.5,6613,5492,41.1,29.0,58017,28542,27.0,30.0,39.0
5238,6,4060,5209,10989,63.786246623000004,0.344291609354,10.4,8551,6494,39.5,31.0,57934,34429,15.0,15.0,15.0
5241,0,354,205,1138,2.4597217138,0.112198795181,11.4,559,699,48.1,22.7,49626,2636,1.0,1.0,1.0
5244,0,1644,1028,3057,13.047055805,0.181474003029,10.7,1807,1710,44.0,22.9,58371,8179,50.0,51.0,52.0
5247,0,760,1086,3120,12.400463388,0.17842768983100002,10.7,1973,1855,43.0,27.2,52681,8002,5.0,6.0,7.0
5250,0,1241,3487,2142,55.048119317,0.200974996069,15.3,3169,2456,40.8,10.1,45458,14398,7.0,9.0,15.0
5253,21,13906,28797,16245,618.36956916,0.345129617857,13.1,19622,13707,38.1,33.5,60904,93584,152.0,194.0,201.0
5256,0,10400,24963,11597,274.97464615,0.229076479076,9.5,17877,11773,40.1,14.2,61022,81676,105.0,119.0,128.0
5259,5,3309,4978,7859,69.10612716,0.196333922261,8.4,6640,5125,40.9,16.2,54331,28275,6.0,8.0,10.0
5262,0,4502,3947,5751,63.07778965,0.299053244159,20.5,6626,4896,40.8,13.8,45163,27772,6.0,9.0,9.0
5265,4,5119,9262,9849,159.10019022,0.374206604728,9.5,7772,9598,49.0,22.4,58345,40525,94.0,109.0,114.0
5268,6,1875,4180,3946,87.190319676,0.346451552737,11.8,3428,6016,52.4,31.7,50467,20724,35.0,47.0,53.0
5271,0,889,3045,1792,54.468411395,0.347384382108,15.8,2579,3583,49.6,20.4,48337,13463,23.0,26.0,29.0
5274,62,15124,8913,37674,254.28582804,0.287100098575,14.4,24117,17319,39.0,17.8,50301,102351,201.0,222.0,232.0
5277,0,622,100,1172,3.8663624335,0.644010195412,32.9,1599,337,28.2,16.2,37002,4230,2.0,2.0,3.0
5280,0,3150,641,3880,5.7772635601,0.302070341731,10.4,2681,1129,33.5,20.6,67162,10545,39.0,42.0,43.0
5283,6,7663,9705,12677,113.745286,0.167322834646,6.9,11125,7946,41.3,18.9,63754,45656,64.0,78.0,84.0
5286,0,1385,1346,3152,4.4781226172,0.205532078371,9.2,2064,2152,46.1,20.5,64524,9450,7.0,7.0,9.0
5289,0,394,144,1096,1.7955742141,0.204717775906,10.0,397,635,54.0,18.4,58715,2264,1.0,1.0,1.0
5292,0,579,889,4870,6.9826302577,0.304016752332,12.3,2085,2293,44.9,27.2,54984,10415,4.0,9.0,9.0
5295,0,2783,15211,7395,83.90995533600001,0.218881482532,9.8,9960,8002,43.0,16.4,62366,46272,53.0,67.0,70.0
5298,7,3226,5242,11471,63.974267483999995,0.243464332704,15.3,7309,7260,41.2,22.7,46284,38438,25.0,27.0,30.0
5301,0,469,418,1776,11.223253065,0.231719367589,13.9,779,1226,52.2,15.9,41770,4447,2.0,2.0,2.0
5304,0,6141,6993,11846,122.79216121,0.24435192555,10.7,8537,7206,39.9,18.4,56991,40372,39.0,54.0,59.0
5307,7,3525,6690,11493,51.613688264,0.230149774313,13.7,8390,9072,43.5,16.9,49019,45144,228.0,236.0,237.0
5310,5,2816,3809,14216,41.48873934,0.244156177755,16.8,8373,7740,42.9,18.1,46529,40625,12.0,13.0,13.0
5313,4,2250,6152,11918,31.369947280999998,0.188673760102,22.6,11986,8745,39.4,15.1,38709,49853,14.0,15.0,18.0
5316,0,636,2418,1762,17.807863609,0.17512390842599998,16.5,2390,1974,42.3,10.7,45734,10076,23.0,23.0,25.0
5319,0,165,515,557,4.3435071587000005,0.165,9.1,388,507,50.4,26.4,59722,1990,13.0,13.0,13.0
5322,3,1043,899,7312,1.7458110838999998,0.215451577802,11.9,4644,2083,35.6,16.3,72873,16831,78.0,78.0,78.0
5325,5,4323,2422,14919,49.651397125,0.185947177333,8.5,8584,5585,38.5,22.2,63656,33470,547.0,621.0,637.0
5328,0,2738,9382,5270,83.174037337,0.24831916783000005,10.5,8139,5854,40.1,18.6,62056,35649,26.0,29.0,31.0
5331,0,305,2108,3124,21.107767682000002,0.150416817688,23.5,3138,2714,42.7,10.9,32802,13288,7.0,11.0,12.0
5334,0,1841,4082,3906,54.232858875,0.327792947881,13.5,3515,3604,46.2,22.3,50190,17807,11.0,12.0,12.0
5337,15,6780,9866,10840,101.83748118,0.655173812518,22.9,12202,9789,41.0,12.7,38818,51472,190.0,221.0,235.0
5340,0,7401,10322,23231,58.181057808999995,0.30099098788,17.1,17440,14106,42.0,19.1,48017,76117,82.0,92.0,101.0
5343,6,3427,4132,13815,35.801696889,0.210107303565,15.0,8214,8578,44.3,19.1,48799,40591,16.0,19.0,20.0
5346,0,1976,1337,3266,79.543888345,0.433702076072,12.3,1678,3836,56.7,30.9,52814,10603,10.0,10.0,11.0
5352,22,13662,7846,36632,254.71501409,0.46879025647,24.1,15358,11648,28.5,45.8,52538,98535,70.0,91.0,96.0
5355,0,3269,9074,3876,113.95633117,0.241574371799,6.9,5201,4980,45.1,28.8,88475,29652,29.0,44.0,50.0
5358,0,777,2600,2286,63.178969226999996,0.34613502935400003,14.8,1844,4405,57.3,28.5,55418,12095,23.0,25.0,25.0
5361,0,1942,7391,2433,109.93842635,0.291457699581,5.2,4378,3433,43.7,28.4,90858,23091,35.0,43.0,44.0
5364,1,949,705,4188,1.9575843226,0.370844939647,22.6,4858,2007,31.5,18.4,42982,15308,272.0,333.0,350.0
5367,0,261,254,1691,0.9760106343,0.153443766347,11.2,1205,1031,41.2,24.4,51028,5051,3.0,4.0,4.0
5370,5,4405,2474,11832,59.388218198000004,0.229266969553,13.8,7713,7239,41.6,25.0,54332,35882,196.0,206.0,216.0
5373,20,3918,3208,13061,31.954080063000003,0.388875557902,9.4,6094,8837,50.9,27.1,53805,35595,8.0,12.0,14.0
5376,0,1358,413,4911,2.0118769607,0.149872003724,6.8,2428,1664,39.4,25.2,74570,9831,3.0,3.0,3.0
5379,0,1469,1474,5697,3.2484416241000003,0.101953601954,9.5,3460,2171,40.1,17.2,68162,13822,24.0,24.0,24.0
5382,8,2468,12774,10127,165.24432053,0.164483399228,19.1,10714,11746,44.9,16.8,39202,56391,19.0,19.0,20.0
5385,0,812,2529,2149,37.06433432,0.192688172043,26.7,2369,2648,44.5,12.9,40195,15064,608.0,614.0,614.0
5388,10,2614,1234,10037,43.772977624,0.34328202995,11.0,4833,4078,41.8,28.2,56535,22814,51.0,53.0,58.0
5391,0,527,1034,2669,8.9678730152,0.205646359584,11.5,1805,1685,43.8,25.5,54434,7291,4.0,6.0,8.0
5394,0,564,1225,1595,12.158786094000002,0.20094134685,9.3,1884,966,35.2,20.3,65776,6164,4.0,5.0,9.0
5397,0,625,1927,4001,59.603257748000004,0.150701647346,20.7,2963,3902,46.1,11.3,35778,17788,15.0,20.0,24.0
5400,0,514,745,1503,6.986879309,0.274038461538,9.1,1004,913,44.4,23.6,55404,4351,1.0,1.0,1.0
5403,0,1972,3110,5097,37.51442128,0.451633845488,23.5,4985,4480,40.5,11.4,37834,25050,192.0,208.0,215.0
5406,8,6968,11607,15125,94.559181937,0.334101382488,19.7,14708,11730,41.1,15.4,42099,67493,60.0,84.0,120.0
5409,0,905,4418,2307,40.987789835,0.158013205282,20.4,4129,3573,41.1,7.3,40397,21403,17.0,18.0,18.0
5412,0,911,1431,4167,12.687695533,0.197183098592,20.0,3722,2144,36.0,15.9,42700,12893,16.0,17.0,17.0
5415,0,380,1163,1178,6.6725194955,0.201802704056,18.3,1542,978,38.2,18.2,43436,5951,6.0,8.0,14.0
5418,6,2075,4701,9304,57.427096917,0.228415931393,19.7,6565,5951,38.4,21.5,42351,33328,26.0,26.0,28.0
5421,0,644,4456,2194,89.328927243,0.162798194713,19.8,4222,3370,42.3,8.5,40322,19972,4.0,4.0,7.0
5424,0,822,2195,1176,98.686671503,0.300127307447,18.6,1896,1351,36.0,16.8,49280,11284,1392.0,1394.0,1458.0
5427,0,2984,9775,6696,80.082153069,0.3982406695699999,14.1,10090,5562,35.4,14.8,52588,43664,52.0,76.0,87.0
5430,0,1402,3825,3245,27.98492027,0.214686825054,14.8,4000,3628,42.6,17.1,53626,18443,22.0,32.0,40.0
5433,0,375,1267,1718,24.979491545,0.365194462755,31.8,2040,1484,43.7,9.3,31419,8676,19.0,27.0,44.0
5436,0,3954,8835,6913,116.39102014,0.144823699887,15.2,9927,5575,38.2,9.4,46810,40096,83.0,103.0,130.0
5439,3,3612,3551,10954,36.344011064,0.4150909418330001,24.0,10793,5287,33.9,8.2,44391,42022,339.0,552.0,597.0
5442,24,5236,7136,23448,117.7718324,0.364871019834,22.9,14992,8175,28.5,27.4,43766,79608,54.0,82.0,92.0
5445,65,10648,4834,43104,179.14804066,0.385148996468,17.4,23754,20179,41.3,22.5,50684,104009,189.0,202.0,206.0
5448,4,1935,3519,5274,29.780643438000002,0.190646347872,14.9,4522,3980,41.5,11.7,47484,21336,20.0,21.0,22.0
5451,0,1297,2946,3827,32.11673175,0.331384280664,11.4,2841,3544,47.9,18.1,51963,14305,14.0,17.0,18.0
5454,0,540,2490,1736,34.609095333,0.288172511435,15.8,2350,1998,43.6,11.4,44152,10577,24.0,26.0,28.0
5457,0,1274,5523,1698,87.752048679,0.14282420749299998,10.6,4320,2759,40.7,15.9,66901,18962,54.0,60.0,66.0
5460,7,7813,21986,14706,289.43893691,0.204799010513,11.9,22738,13518,38.7,19.9,65416,94593,242.0,298.0,321.0
5463,0,814,682,645,26.583004569,0.307326355852,39.6,1344,1101,38.2,12.8,32691,7855,9.0,14.0,16.0
5466,0,363,1113,1073,4.4665908139,0.205949656751,13.8,1625,661,35.0,10.1,50464,5366,33.0,34.0,35.0
5469,35,11243,5796,40597,63.806604203999996,0.201981362526,10.6,35043,14313,32.7,30.1,60444,119062,33.0,60.0,73.0
5472,8,3112,2594,14829,11.353098915,0.31526310870200003,20.4,10849,14783,49.7,18.5,43585,54018,25.0,43.0,54.0
5475,8,2088,2024,8144,40.279389752,0.269089696566,22.2,6388,4209,38.0,15.8,39381,26578,38.0,57.0,78.0
5478,8,1307,1310,5193,20.214129306,0.423171330388,21.9,4920,4060,42.3,14.1,39556,20733,34.0,54.0,107.0
5481,0,635,1413,4830,2.8004043902,0.13425499232000002,12.3,3381,1816,37.8,17.1,59500,13283,7.0,8.0,8.0
5484,0,2155,3276,6784,21.608599947,0.326793901269,15.4,7470,4300,36.6,13.9,47365,28393,13.0,18.0,24.0
5487,0,122,121,1528,1.4015695336000005,0.131941148552,19.4,739,923,47.7,22.1,38294,3581,12.0,12.0,12.0
5490,4,2729,3762,4881,41.427818302,0.255260922903,17.6,5290,4699,43.8,13.8,45607,23460,11.0,16.0,18.0
5493,0,2288,3710,2870,45.034236115,0.371672354949,26.5,4778,3094,37.7,17.4,36083,18636,141.0,186.0,201.0
5496,0,860,3194,3004,22.471815104,0.33138856476100004,21.6,3601,3113,42.1,11.7,41495,15541,135.0,157.0,165.0
5499,0,863,1430,2119,8.828364240900001,0.260355029586,12.8,2190,1768,42.7,16.1,51475,8818,3.0,3.0,3.0
5502,0,458,2687,1790,16.842892656,0.382198208446,22.2,2592,2762,46.5,13.1,38092,12297,56.0,65.0,67.0
5505,3,3422,6108,6976,45.89908405,0.394522311213,8.8,5806,4563,41.8,24.8,63099,26234,57.0,72.0,94.0
5508,0,568,2326,2507,17.690496463,0.260395224372,12.5,2312,2158,43.9,18.2,52122,10246,14.0,15.0,15.0
5511,0,596,1360,1645,11.50776661,0.251415251415,12.8,1448,1357,42.8,14.9,47781,6121,49.0,66.0,72.0
5514,0,3060,4653,6546,47.713490117,0.258836598667,8.5,5685,4657,41.9,16.8,58380,24102,228.0,243.0,240.0
5517,0,1805,1623,4462,19.387960371,0.262998405104,7.9,2644,2604,46.1,20.8,58862,11454,34.0,38.0,43.0
5520,0,3117,3777,10787,75.134923424,0.224972046217,12.4,6661,6312,42.2,18.4,51487,30996,73.0,83.0,89.0
5523,6,2406,4011,2579,60.33537007899999,0.301027050485,15.2,3410,2982,43.1,13.4,49287,15498,11.0,11.0,12.0
5526,0,813,2620,1641,48.720392551,0.255564715581,17.7,2683,1863,40.1,9.9,47713,10751,20.0,22.0,24.0
5529,0,1265,3797,2270,34.807309838,0.242272491798,10.3,3040,2568,42.9,11.2,53060,13984,75.0,82.0,88.0
5532,0,1245,2646,2639,40.727730409,0.252624088241,13.8,2825,2104,40.7,17.7,50246,12095,6.0,8.0,10.0
5535,4,5994,9870,10454,129.08719229,0.305208383991,10.0,11120,6949,39.1,24.2,66056,49024,138.0,216.0,256.0
5538,0,331,1797,1031,37.246091312,0.277405710257,15.5,1668,1180,41.5,10.2,41428,7269,3.0,4.0,4.0
5541,6,909,2031,4774,32.04486506,0.27352106527,27.3,5187,3525,38.5,11.9,34446,20015,310.0,384.0,395.0
5544,0,412,400,1472,16.308225429,0.6253827832600001,45.7,1371,987,33.0,8.5,27714,6861,115.0,187.0,216.0
5547,0,2919,9931,5785,59.451750032,0.26842033714,7.9,8321,5534,41.9,27.7,71770,34237,7.0,7.0,9.0
5550,22,7029,3544,8328,166.6759846,0.331141707921,14.8,6031,5436,40.3,23.4,47528,30060,23.0,28.0,28.0
5553,0,2199,6635,3149,97.175275666,0.199979059784,13.9,6795,3320,36.0,13.6,53965,25069,39.0,47.0,52.0
5556,16,3817,4296,7037,90.492274834,0.243024030022,34.2,7944,6296,41.9,11.2,33218,35589,18.0,18.0,18.0
5559,0,4129,1197,3020,82.686200199,0.287198130356,15.6,2769,1611,38.1,8.8,47623,10631,7.0,15.0,16.0
5562,0,700,2226,2698,30.225899168,0.16986547085200002,17.7,2843,2260,41.0,12.6,43048,12879,226.0,237.0,243.0
5565,0,563,3455,4051,35.93680081,0.223616657159,18.8,4627,3749,42.9,11.1,47284,20477,17.0,19.0,21.0
5568,0,357,2297,1141,40.958662161,0.200170357751,11.3,2058,1302,40.7,13.7,56432,8303,11.0,14.0,14.0
5571,0,906,2339,2606,37.818061616,0.35838747785,16.6,1971,3583,52.1,19.4,46447,12726,9.0,12.0,15.0
5574,0,1518,1680,2666,33.418969015,0.570727718724,21.1,2479,2774,45.5,11.3,36042,11580,27.0,32.0,33.0
5577,0,4022,8542,6801,112.4582325,0.180979827089,13.0,8061,7208,44.1,11.3,49070,37667,154.0,216.0,228.0
5580,8,3948,5471,17595,75.14336261300001,0.266518826937,15.0,10423,11027,46.5,17.6,45761,50668,8.0,15.0,17.0
5583,10,2852,5260,14235,112.24554929,0.195350622293,15.1,10449,9633,43.8,12.5,47648,46138,58.0,59.0,59.0
5586,30,3192,2262,26216,57.68122497,0.20242485709,15.2,16146,9782,36.0,22.4,52387,61056,26.0,30.0,45.0
5589,0,2375,3159,6039,38.332441103,0.25734561753,18.6,6342,4369,39.2,14.1,37901,24258,24.0,30.0,31.0
5592,0,1194,2005,8998,9.789477552300001,0.148154565933,12.7,5909,2343,32.1,22.3,51812,19983,904.0,947.0,963.0
5595,6,11151,23494,18048,136.84777519,0.193343782142,9.8,21874,14195,39.0,24.3,61849,92459,80.0,85.0,93.0
5598,22,1774,1035,16649,48.170429466,0.226772220223,14.3,9026,6687,39.5,22.4,50247,35618,84.0,143.0,170.0
5601,0,948,1077,2732,12.406969979000001,0.492315198829,15.9,1420,2019,48.5,17.4,45641,9140,3.0,3.0,3.0
5604,0,908,1077,3108,47.509157206000005,0.249328730341,18.7,1943,2802,49.5,16.7,39735,11137,14.0,28.0,30.0
5607,16,3965,7096,12083,69.099584032,0.6286724810100001,22.0,11175,10103,43.1,14.4,36760,50010,159.0,201.0,229.0
5610,0,2312,7791,4184,106.0010731,0.231747565,9.7,5742,3996,42.9,23.1,64426,27763,13.0,15.0,15.0
5613,10,3504,6122,14323,59.169334048,0.383052147239,25.3,12179,10792,42.0,13.1,36862,55508,314.0,368.0,404.0
5616,0,1024,6759,2166,53.140025642,0.432620066572,17.1,4311,4590,45.6,15.5,45517,22604,57.0,96.0,100.0
5619,6,853,4493,7189,20.6301086,0.27424359969,12.2,6192,4620,42.0,16.3,52660,26296,20.0,20.0,20.0
5625,0,2655,1841,1427,38.397563716,0.586293834518,26.7,1895,1720,39.8,9.0,43533,11336,63.0,254.0,306.0
5628,12,5226,4712,11633,78.249267481,0.156528791565,18.2,8095,8722,44.9,15.3,42074,40595,7.0,10.0,9.0
5631,0,8502,10969,8718,107.63803501,0.343643434041,15.9,12186,5757,29.0,19.9,59807,55246,55.0,72.0,90.0
5634,10,2589,2510,3910,33.275919292,0.296331782097,14.8,2939,3561,47.4,15.4,46538,14860,17.0,26.0,27.0
5637,0,96,1498,738,25.035358909,0.158921161826,18.7,1271,1103,44.7,9.7,44837,5821,4.0,4.0,4.0
5640,6,4125,3625,8945,62.096785122,0.208679245283,15.4,5800,5907,44.9,18.5,46345,28684,21.0,36.0,42.0
5646,5,2812,1883,3614,42.073136700000006,0.217735422387,18.3,3178,3483,45.9,12.7,44685,15065,8.0,9.0,9.0
5649,0,596,3904,3079,78.071294153,0.205370006549,10.8,3296,3862,47.6,17.3,49487,17884,18.0,19.0,19.0
5652,88,21969,9107,29966,327.18359953,0.345738662426,19.3,18915,16980,38.5,25.7,39790,91945,61.0,70.0,72.0
5655,14,9453,6094,15058,131.75945428,0.238301080674,15.9,13133,9327,40.1,19.6,49494,56520,68.0,81.0,92.0
5658,0,622,2258,1947,13.586920554,0.23156626506,9.4,1970,1677,43.0,23.2,62792,8384,24.0,25.0,25.0
5661,0,752,1056,3242,9.4400913755,0.396037056099,21.3,2798,1963,38.5,17.2,44709,10394,39.0,38.0,40.0
5664,0,1879,3964,4857,45.650486401,0.184055804684,17.4,5748,5253,42.9,12.7,39859,25694,12.0,23.0,26.0
5667,6,2779,3084,9351,57.563381912,0.237526189183,18.8,6737,7207,45.4,17.1,43159,32345,30.0,32.0,34.0
5670,0,1401,3337,3792,32.458755597,0.542790152403,20.5,4089,3067,40.4,12.6,39574,17304,30.0,36.0,36.0
5673,0,578,371,2586,3.8582917107,0.230423800168,13.0,1191,1797,51.3,21.5,46782,6713,4.0,6.0,6.0
5676,0,1288,1684,5407,34.147945066,0.514499901361,19.5,2397,1608,25.0,48.4,46378,14070,15.0,32.0,56.0
5679,0,289,432,1361,3.9014054697,0.240193120097,12.6,955,761,41.3,18.6,48517,3736,4.0,4.0,7.0
5682,7,3378,3762,8646,55.187923342,0.198396465679,17.7,6692,5979,43.0,14.9,42532,30069,28.0,56.0,56.0
5685,10,3069,3518,10130,34.811964900999996,0.496994621955,25.0,7720,4037,28.0,24.8,42605,30680,16.0,18.0,20.0
5688,10,3555,12335,17500,94.6913653,0.189214536928,19.4,17484,17400,43.9,18.2,43337,82737,57.0,68.0,74.0
5691,0,303,890,1795,8.3097457203,0.21095890411,19.2,1900,1340,35.7,12.8,43084,7397,18.0,18.0,21.0
5694,0,823,6921,2869,50.69716326100001,0.197379912664,17.5,6122,6114,44.7,10.9,47028,28859,14.0,17.0,20.0
5697,8,3319,4545,11387,48.5816704,0.206799442573,15.0,9804,8908,43.6,14.0,46017,51353,54.0,61.0,65.0
5700,0,2241,2015,2122,37.71211127,0.152662993572,15.2,2603,2221,43.0,23.6,48222,10725,13.0,19.0,24.0
5703,50,15144,14740,54280,185.14231879,0.281115112858,12.9,47594,14971,30.3,15.6,60431,166223,155.0,200.0,273.0
5706,0,834,859,3893,14.137416564,0.234418865806,22.9,3164,1848,33.0,12.5,43726,12728,40.0,45.0,45.0
5709,22,4529,2116,17283,77.109021141,0.465795373763,19.2,11509,7429,38.8,23.3,46049,45381,159.0,206.0,245.0
5712,0,1127,1954,1667,17.123165499000002,0.291848450057,20.1,2129,3463,47.2,9.9,38680,13811,24.0,84.0,109.0
5715,6,948,1925,2160,44.445931938,0.272291722119,24.6,2716,1845,37.8,14.1,35841,10803,13.0,13.0,17.0
5718,0,989,3367,2044,31.341228373000003,0.399489470325,24.5,3423,2979,43.0,15.2,36354,15457,69.0,79.0,93.0
5721,4,1209,1334,3221,39.29810477,0.151371571072,22.8,2869,1700,37.0,10.1,38775,11164,91.0,144.0,165.0
5724,0,1573,8316,4369,55.636527316000006,0.283368091762,11.9,6829,4432,40.7,18.4,58203,33739,32.0,35.0,35.0
5727,18,4096,4242,17001,69.374739081,0.452513203424,16.4,10058,10379,42.1,18.5,44553,49699,96.0,104.0,111.0
